"f","p1","p2","p3","p4","p5","p6","p7","p8","p9"
 1.66190092803117636e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 0.00000000000000000e+00, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.68166058035572121e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 2.66666666666666684e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.69405515882133301e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 5.33333333333333368e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.70171141549325483e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 8.00000000000000017e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.70651817674771650e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 1.06666666666666674e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.70963247289608290e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 1.33333333333333331e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.71170202872260234e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 1.60000000000000003e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.04216888897422497e+05, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 1.86666666666666675e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.24223655648372551e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 2.13333333333333347e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.07040037354970889e+05, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 2.40000000000000019e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.96489761448134203e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 2.66666666666666663e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.92191844672838124e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 2.93333333333333335e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 6.83891651859804697e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 3.20000000000000007e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.71745655491824408e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 3.46666666666666679e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.71594021315159466e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 3.73333333333333350e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.14686085453770756e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999999425e-08, 4.00000000000000022e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.54929636105468830e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 0.00000000000000000e+00, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.62229562484775442e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 2.66666666666666684e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.67064839702774833e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 5.33333333333333368e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.70153300789845986e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 8.00000000000000017e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.72144357623108164e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 1.06666666666666674e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.73454330040133328e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 1.33333333333333331e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.34327601418644881e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 1.60000000000000003e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.42222870094610116e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 1.86666666666666675e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.48672346823562366e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 2.13333333333333347e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.75711362365550372e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 2.40000000000000019e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.36766176514844374e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 2.66666666666666663e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.76289872731606664e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 2.93333333333333335e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.76202406735158064e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 3.20000000000000007e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 4.88191300795480420e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 3.46666666666666679e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.78714135394342918e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 3.73333333333333350e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.76852918871448395e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277677e-07, 4.00000000000000022e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.92419677427620918e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 0.00000000000000000e+00, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 6.29618596189761738e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 2.66666666666666684e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 7.10010410894124216e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 5.33333333333333368e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.51448367715659915e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 8.00000000000000017e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.37970011653728725e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 1.06666666666666674e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 8.51858758508196042e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 1.33333333333333331e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 6.73124057788619248e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 1.60000000000000003e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.71171756952620271e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 1.86666666666666675e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.11555311748172098e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 2.13333333333333347e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.20013093169093627e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 2.40000000000000019e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 8.59795652285222750e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 2.66666666666666663e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 7.14796290536096203e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 2.93333333333333335e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 7.52964744510993478e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 3.20000000000000007e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 6.10386526438316214e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 3.46666666666666679e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.06994830030498051e+05, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 3.73333333333333350e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.34909227055648153e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188308e-06, 4.00000000000000022e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 6.05716532943664205e+01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 0.00000000000000000e+00, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 6.17164042454253945e+01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 2.66666666666666684e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 8.25277788698836474e+01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 5.33333333333333368e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.01790146153985987e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 8.00000000000000017e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.69100042029864089e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 1.06666666666666674e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.00846919464546372e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 1.33333333333333331e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.71748048496962947e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 1.60000000000000003e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.44609476390471318e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 1.86666666666666675e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 2.96269470854878600e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 2.13333333333333347e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.51511113672750270e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 2.40000000000000019e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.54134830275834389e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 2.66666666666666663e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.56367277821263912e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 2.93333333333333335e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.58184403798558122e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 3.20000000000000007e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.59650105054368964e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 3.46666666666666679e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.60824900552200035e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 3.73333333333333350e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.61758813984167546e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 9.99999999999998049e-06, 4.00000000000000022e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.25525794749670681e+01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 0.00000000000000000e+00, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 8.37438116483898085e+01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 2.66666666666666684e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.70509851378265157e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 5.33333333333333368e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.78730661351434537e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 8.00000000000000017e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 9.36543576781590527e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 1.06666666666666674e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.53649259306234781e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 1.33333333333333331e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.05849641273324551e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 1.60000000000000003e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.17248820612079271e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 1.86666666666666675e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.26590152189148711e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 2.13333333333333347e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.33761466832434905e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 2.40000000000000019e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.39128664911898994e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 2.66666666666666663e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.43206404931960918e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 2.93333333333333335e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.46452570065086121e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 3.20000000000000007e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.49188560010873061e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 3.46666666666666679e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.51606955809475295e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 3.73333333333333350e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.53760261575107762e+02, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 4.64158883361277840e-05, 4.00000000000000022e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 1.01053307852785430e+01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188015e-04, 0.00000000000000000e+00, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 5.00676789181521235e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188015e-04, 2.66666666666666684e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 7.28297569500670361e+04, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188015e-04, 5.33333333333333368e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 6.58296900962880187e+01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188015e-04, 8.00000000000000017e-02, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
 3.38537133686771980e+01, 2.99734648467935016e-04, 1.03038141382917198e-01, 3.50811120223618644e-05, 4.62583535315831199e-02, 2.15443469003188015e-04, 1.06666666666666674e-01, 2.49810498434180264e-03, 5.24239451609092716e-02, 1.13934995458069552e-01
